Sigma,Iteration,Vmax,Km,Ki
0.0,32,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,33,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,34,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,35,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,36,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,37,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,38,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,39,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,40,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,41,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,42,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,43,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,44,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,45,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,46,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,47,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,48,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,49,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,50,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,51,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,52,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,53,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,54,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,55,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,56,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,57,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,58,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,59,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,60,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,61,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,62,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,63,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,64,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,65,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,66,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,67,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,68,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,69,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,70,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,71,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,72,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,73,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,74,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,75,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,76,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,77,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,78,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,79,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,80,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,81,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,82,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,83,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,84,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,85,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,86,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,87,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,88,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,89,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,90,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,91,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,92,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,93,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,94,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,95,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,96,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,97,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,98,54.579462644726426,2.0577302054307136,1.9148948473642529
0.0,99,54.579462644726426,2.0577302054307136,1.9148948473642529
0.14285714285714285,0,56.67615679485583,2.1641098018645764,1.9318647199463068
0.14285714285714285,1,57.43078480824651,2.2134993243674197,1.975316114734648
0.14285714285714285,2,53.91654711160448,2.045661429649486,1.9611962987392928
0.14285714285714285,3,54.18054353894361,2.03538133495494,1.969713314065139
0.14285714285714285,4,56.213525894601894,2.131625479295238,1.9464291462743346
0.14285714285714285,5,50.94760822748898,1.9144488856631405,1.8914250974385438
0.14285714285714285,6,49.579650105794556,1.7873522809329458,1.9050675384981235
0.14285714285714285,7,54.697006229514535,2.0855911447283306,1.9521004403777191
0.14285714285714285,8,51.52205061987409,1.9056468552880788,1.9468476620214472
0.14285714285714285,9,54.63454409817845,2.0509433969447306,1.8643067111144214
0.14285714285714285,10,52.93443780194347,1.9266627553860878,1.8628206990141007
0.14285714285714285,11,51.14209529063349,1.8851319784829663,1.9401946869664772
0.14285714285714285,12,50.809531587020004,1.873997793244275,1.8862866950029171
0.14285714285714285,13,57.96195364561772,2.226492424819984,1.8765451523222865
0.14285714285714285,14,54.38034072094143,2.0492437427130543,1.9339580906211373
0.14285714285714285,15,48.99207544231452,1.7633884598263165,1.9248300339327509
0.14285714285714285,16,58.66514386662927,2.294548269082544,1.9380634930862377
0.14285714285714285,17,57.0266181472248,2.172207903362516,1.9348288840821346
0.14285714285714285,18,52.99212184662477,1.9744704829330226,1.9112014516079543
0.14285714285714285,19,55.06866046880353,2.1146063111094136,2.032226603905901
0.14285714285714285,20,57.66538986919419,2.2147944841779887,1.8866667731516449
0.14285714285714285,21,52.54709655927766,1.9596946722564945,1.9614277415265011
0.14285714285714285,22,51.72615130947332,1.8726254551375467,1.85520818679542
0.14285714285714285,23,52.89762434770305,1.9473535803444375,1.8601509973125752
0.14285714285714285,24,55.27744408170898,2.088856298598381,1.8983214903875434
0.14285714285714285,25,55.30261436814461,2.0868353715938706,1.8758405314028805
0.14285714285714285,26,52.75919538501538,1.9439946954338847,1.8139495374486239
0.14285714285714285,27,57.308329981823015,2.1920309969121456,1.947686009832962
0.14285714285714285,28,60.3997890632838,2.3517361837394706,1.8696791091767342
0.14285714285714285,29,56.27684657342429,2.1720777661864132,1.9838004298223901
0.14285714285714285,30,59.59828638796259,2.353868071839202,1.9258482088599758
0.14285714285714285,31,59.485931291451735,2.315031661209004,1.9153124279242664
0.14285714285714285,32,53.0835046182749,1.9534348381680373,1.8965084601916116
0.14285714285714285,33,53.621473979385534,2.010187886516633,1.8927885868948306
0.14285714285714285,34,58.51421911206744,2.2322226578677813,1.796636209776824
0.14285714285714285,35,54.098131164239696,2.0909562723182478,2.0558052740194523
0.14285714285714285,36,56.958100265100036,2.1634664028292643,1.8567115569826642
0.14285714285714285,37,49.99508305718988,1.8220124420484827,1.9486910859612632
0.14285714285714285,38,56.45504232827609,2.145119161842003,1.8531258935031718
0.14285714285714285,39,54.81762950135998,2.069988193278619,1.9343002884344778
0.14285714285714285,40,55.128705213212385,2.0725004159589346,1.9105478226174364
0.14285714285714285,41,54.403856001562495,2.0120356420908636,1.8786415515369388
0.14285714285714285,42,61.191217838090374,2.387619600220742,1.8432045833214665
0.14285714285714285,43,54.04549703608378,1.9995599948257805,1.8712503770410158
0.14285714285714285,44,53.198846440624735,2.0179774300302458,1.9272171597043997
0.14285714285714285,45,64.95029037309241,2.60664260597714,1.8757504318859513
0.14285714285714285,46,53.99011328245124,2.009432677126549,1.884759147724819
0.14285714285714285,47,60.71952613911729,2.365958674939659,1.8197627752473136
0.14285714285714285,48,50.63620693397034,1.8355408809060063,1.9062853391001338
0.14285714285714285,49,50.48718833040324,1.8416841478763257,1.9593703228488244
0.14285714285714285,50,50.3062674419719,1.842045028127078,1.9513538867467592
0.14285714285714285,51,59.029942255353305,2.283689565937994,1.9147513049071538
0.14285714285714285,52,47.31949751629575,1.6876819611321325,1.932737317464426
0.14285714285714285,53,61.46524268479619,2.394873803193983,1.814611955663373
0.14285714285714285,54,57.461406949567305,2.207940996436837,1.8911626386275762
0.14285714285714285,55,53.539739035958846,1.9937194420333817,1.8941339379740267
0.14285714285714285,56,51.72245992810032,1.895894648143358,1.9041850005751588
0.14285714285714285,57,48.076903663789615,1.707628480834104,1.9380430750536295
0.14285714285714285,58,51.43869876024113,1.873039936529513,1.919253149261951
0.14285714285714285,59,57.972015475601765,2.278651283743165,1.9645669090074556
0.14285714285714285,60,49.12831405326992,1.7886572010864261,1.9829683577186392
0.14285714285714285,61,56.503992341203414,2.155678883453468,1.9711151466997407
0.14285714285714285,62,54.12598082671448,2.009356471661597,1.8477188715328545
0.14285714285714285,63,55.68531506141545,2.161176036022781,1.9846973196264541
0.14285714285714285,64,52.731271708008244,1.9744957005874302,1.9881718261204915
0.14285714285714285,65,50.86938341337655,1.87461593197753,1.892435112332692
0.14285714285714285,66,58.47367197381468,2.2744944923082913,1.9305764844201512
0.14285714285714285,67,59.547685688144014,2.311121189688341,1.9516863066722712
0.14285714285714285,68,57.951053437577436,2.278271404728445,1.9355408888871013
0.14285714285714285,69,61.225530404471435,2.4179425457965364,1.947690841662466
0.14285714285714285,70,53.22239165013577,1.963297770946305,1.838531364296583
0.14285714285714285,71,57.443846861237446,2.188314844415701,1.8673198014659587
0.14285714285714285,72,52.644456358212935,1.9745327789276244,1.896639922650401
0.14285714285714285,73,52.672518043983295,1.949101918416831,1.8537502803956356
0.14285714285714285,74,56.89724267686218,2.1678808787194597,1.8532325849605626
0.14285714285714285,75,59.55060767413503,2.302828822970625,1.901891712753299
0.14285714285714285,76,56.05062794893113,2.1922830194118847,1.9507214901134564
0.14285714285714285,77,57.95619187480861,2.2246610596632754,1.9588117416350326
0.14285714285714285,78,54.24173415269988,2.0544158306408056,1.954104800763654
0.14285714285714285,79,58.052769267623965,2.2332563285397096,1.9507222426449906
0.14285714285714285,80,55.0105104771741,2.0650909083968707,1.9459219105511802
0.14285714285714285,81,56.08739652534378,2.1608634297702833,1.9587775723290428
0.14285714285714285,82,56.66947278079481,2.1967555889930206,1.9340600497854532
0.14285714285714285,83,51.33677130879528,1.890713956591781,1.9072230103494567
0.14285714285714285,84,53.31957935436527,1.9979504156456578,1.9905967528890594
0.14285714285714285,85,56.76319741862621,2.1743613785665725,1.9131769299667207
0.14285714285714285,86,62.5158244221493,2.477776723528971,1.8658419269350088
0.14285714285714285,87,54.386242271517744,2.0378409921704006,1.8567007867775018
0.14285714285714285,88,57.8514469053805,2.254791742489141,1.9665655455624143
0.14285714285714285,89,47.70176274582289,1.7264410531374716,2.0046726735974985
0.14285714285714285,90,65.12408777929237,2.634352424249462,1.9302135704104657
0.14285714285714285,91,51.810575024824765,1.9199548304056187,1.9516348303141453
0.14285714285714285,92,51.97309195451687,1.922270209330278,1.8640492874180115
0.14285714285714285,93,54.96616767902195,2.0811672859254915,1.9350875956985503
0.14285714285714285,94,55.2345693465787,2.1019246747168285,1.924803156596546
0.14285714285714285,95,54.69542146697237,2.0097368889261293,1.7723318181346666
0.14285714285714285,96,56.612309927294994,2.1826725802326763,1.9610777087330566
0.14285714285714285,97,49.77063567521257,1.788687464244033,1.8840777668364346
0.14285714285714285,98,54.33106024699746,2.04845113432771,1.8802948371859176
0.14285714285714285,99,55.56885872067093,2.1127480146527917,1.8824325064392797
0.2857142857142857,0,49.116978872285934,1.7771703952327287,1.852100124328581
0.2857142857142857,1,52.96770537390323,2.073817820892934,2.1690214405796437
0.2857142857142857,2,46.34184443110513,1.6812325561868586,2.1642385192056297
0.2857142857142857,3,48.766156114715606,1.770756338752034,1.9335982998829597
0.2857142857142857,4,64.94820087653042,2.5505607079090136,1.730720467838106
0.2857142857142857,5,54.33088670971056,2.093265627926988,2.0063934763449023
0.2857142857142857,6,53.23115961620406,2.009682513881222,1.9502844103632486
0.2857142857142857,7,47.939236732445465,1.692998882454343,1.892615417714613
0.2857142857142857,8,65.82663278291999,2.7184359808681697,2.090095954815554
0.2857142857142857,9,57.4735561844524,2.21395620820731,1.8503307892318053
0.2857142857142857,10,54.63105721753134,2.111896535840015,1.9288485503902182
0.2857142857142857,11,66.84822793312169,2.6821291452257596,1.90668658700672
0.2857142857142857,12,48.41129345316938,1.7506009185758407,1.7373860269604917
0.2857142857142857,13,43.70144598021727,1.524845289551433,1.8825545264184123
0.2857142857142857,14,63.25997051050563,2.514508160345455,1.8185075728301145
0.2857142857142857,15,47.9723201583107,1.7338530196965478,1.746656216285655
0.2857142857142857,16,66.69272217267783,2.762732085114127,1.9725691057719266
0.2857142857142857,17,52.651698173225306,1.9884692606092944,1.8987900915918976
0.2857142857142857,18,50.91909874683746,1.8920377506188117,1.9779988184666664
0.2857142857142857,19,54.63304290194426,2.0164350263454427,1.8465376067814188
0.2857142857142857,20,58.91491980484823,2.296589974170994,1.834338293037225
0.2857142857142857,21,54.351021028255616,2.0244711429041744,1.919180568819014
0.2857142857142857,22,47.86311084429435,1.6792314452270445,1.9102985854988634
0.2857142857142857,23,51.334547003261555,1.8480408261089512,1.973428308746114
0.2857142857142857,24,55.164071856408945,2.081163419271379,1.8098130589296915
0.2857142857142857,25,49.89364820169182,1.8802100611585464,2.086618996735049
0.2857142857142857,26,51.75542103318894,1.9169120001830189,2.047702523941179
0.2857142857142857,27,54.07079128781646,2.0888056428041333,1.9833236597745103
0.2857142857142857,28,44.043412169941675,1.443495517218439,1.6378126653340013
0.2857142857142857,29,52.37957145155105,1.914072307373343,1.9119507055663194
0.2857142857142857,30,49.277592631574926,1.862533122886496,1.8991318974167415
0.2857142857142857,31,58.73039283116808,2.2547619938396712,1.902555254886528
0.2857142857142857,32,54.58920870253773,2.046185469238847,2.007108675019599
0.2857142857142857,33,77.57458842700656,3.2684815043485274,1.8004304566139557
0.2857142857142857,34,51.10732525801462,1.9109210923085966,2.0523495070575306
0.2857142857142857,35,55.67219784490346,2.1063294325719975,1.9263993673267563
0.2857142857142857,36,57.89189261536774,2.1534692584859103,1.8989227785022302
0.2857142857142857,37,51.815309478864805,1.9316478385887486,1.9773635458063117
0.2857142857142857,38,50.066774652302406,1.8203673903625457,1.9274368564454025
0.2857142857142857,39,49.99849080655421,1.8556245126158788,1.9958399275116703
0.2857142857142857,40,64.00222953805559,2.51910561810854,1.8710586715820539
0.2857142857142857,41,59.964382339457316,2.409476361475308,2.032945304147188
0.2857142857142857,42,69.28875308747911,2.7659990759615622,1.7274712308439053
0.2857142857142857,43,48.319092854674984,1.6789073305575457,1.7006113658584872
0.2857142857142857,44,56.68296285907155,2.1849186444068613,1.984165861895894
0.2857142857142857,45,58.62436239718409,2.2749240784871754,2.0852954779325508
0.2857142857142857,46,57.38712180911821,2.216693010569493,1.8307010227970044
0.2857142857142857,47,61.559584836301795,2.4322184297589304,1.995663292665497
0.2857142857142857,48,53.75818418394066,2.023411857929232,1.9636441605248838
0.2857142857142857,49,67.89154445515857,2.7776326318923026,1.8966175264387388
0.2857142857142857,50,59.154540696339104,2.2918957475618162,1.9247144098458868
0.2857142857142857,51,58.33585301113065,2.331460823687307,2.058119135263867
0.2857142857142857,52,72.3904596976893,2.9899926440083915,1.8034678128072648
0.2857142857142857,53,45.86576967152774,1.650536162295574,2.117297538018201
0.2857142857142857,54,52.644078335896666,1.8796502174444227,1.8938574086055695
0.2857142857142857,55,48.12927762412526,1.6860628869017147,1.7323811516150085
0.2857142857142857,56,59.53152849106669,2.262415223553983,1.955128086827433
0.2857142857142857,57,58.718627945621506,2.2482480667373603,2.0541231782362184
0.2857142857142857,58,48.61021303016502,1.805393711217656,2.0255718675206764
0.2857142857142857,59,61.27390292616611,2.408906143182817,2.1162309850616206
0.2857142857142857,60,46.11815924049856,1.6696808170824278,2.061901118174069
0.2857142857142857,61,52.79578837281504,1.9327135409406258,1.8260847264064033
0.2857142857142857,62,50.69662850863203,1.7799847420933501,1.9111842168849136
0.2857142857142857,63,59.965247204929454,2.3291610539477445,1.7661480160805263
0.2857142857142857,64,63.46922463135236,2.5387829070811954,1.9625689162092304
0.2857142857142857,65,63.30502495346204,2.540873165145851,1.832853271134304
0.2857142857142857,66,62.34596912610456,2.5193051122474435,2.032879896818614
0.2857142857142857,67,54.29593349498464,2.1324842173363754,1.9916890507636664
0.2857142857142857,68,73.31577860755043,3.042896125081662,1.7215833940748106
0.2857142857142857,69,52.46186206715723,1.9255558852533725,2.095695592083327
0.2857142857142857,70,51.86253646318721,1.9407057259230247,1.962220415471088
0.2857142857142857,71,54.7518622832672,2.0420728736783382,1.9100464779185107
0.2857142857142857,72,48.31877097275337,1.729328110743611,1.9444179729159743
0.2857142857142857,73,65.75210946441629,2.777235206889291,1.9591590813797868
0.2857142857142857,74,51.24655050780472,1.8404943463234873,1.7967547081786224
0.2857142857142857,75,69.71082320854308,2.8925447762038057,2.030197122092993
0.2857142857142857,76,52.14823688178046,1.925987575650842,1.974979223006634
0.2857142857142857,77,63.508997728880786,2.4399903054710137,1.7530021384837942
0.2857142857142857,78,49.3684475417949,1.7278681284730595,1.8531625826422249
0.2857142857142857,79,49.40907323870678,1.7479184238922567,1.7886738243386764
0.2857142857142857,80,50.30028316194133,1.803322040854616,1.9770131428964999
0.2857142857142857,81,51.326871063595135,1.8453280969451475,1.7596959273380712
0.2857142857142857,82,54.724498158909576,2.0304270061631984,1.860539411344521
0.2857142857142857,83,62.32349768360073,2.4796036049369357,1.8757754680789298
0.2857142857142857,84,54.508680371291916,2.007435124337018,1.975419755920439
0.2857142857142857,85,60.13267893733411,2.3304446855254506,2.0429287877681714
0.2857142857142857,86,51.05313551522839,1.8823153693452723,2.0426423766415374
0.2857142857142857,87,55.884320377024444,2.0846735413664534,1.9860898921763355
0.2857142857142857,88,45.88959278804469,1.6247716956315559,1.9975803343969816
0.2857142857142857,89,48.46664203787525,1.7265327113863247,1.8048282829609366
0.2857142857142857,90,54.87595165788614,2.0915550945364223,1.8518997766841379
0.2857142857142857,91,46.99135741873177,1.6881553803271219,2.085296086578994
0.2857142857142857,92,54.467404678827,2.0559711051040006,1.9413082169836733
0.2857142857142857,93,47.573965397849086,1.6983558017122649,1.9233004879793665
0.2857142857142857,94,49.207663228876974,1.7738635917575138,1.80731833966166
0.2857142857142857,95,49.46612531074876,1.8107972847827478,1.8398863433135713
0.2857142857142857,96,49.416307426222126,1.800249073675111,1.9367243673715233
0.2857142857142857,97,46.55618786751552,1.6317090383184156,1.8885304131028253
0.2857142857142857,98,54.23208555081589,2.0951964767679683,1.8374521827611172
0.2857142857142857,99,50.54508769487524,1.8541839655019423,1.9591874621703622
0.42857142857142855,0,70.60826759234017,2.881568087658378,1.79672570088236
0.42857142857142855,1,64.37350699647443,2.546619946931475,1.8376542991138825
0.42857142857142855,2,64.62400648729141,2.6076125542282433,1.8071408862005147
0.42857142857142855,3,51.9976615428835,1.922528051052501,1.9330651750362557
0.42857142857142855,4,108.65948707721978,4.724607815421289,1.7662065615554234
0.42857142857142855,5,47.87328678876084,1.680594778897938,1.8628397128213827
0.42857142857142855,6,67.0074712883195,2.6934872515548185,1.8592344834036807
0.42857142857142855,7,48.365114854516456,1.7640595987977574,2.2000522221396817
0.42857142857142855,8,49.6515225348744,1.8250543009556992,2.057377240463485
0.42857142857142855,9,59.63338074762208,2.254373266257293,1.770095553986706
0.42857142857142855,10,46.90540440725551,1.673560538890956,2.082035379788119
0.42857142857142855,11,54.05779008760743,1.998891104537404,1.728012909812601
0.42857142857142855,12,58.31604758967214,2.32760249821328,1.8324530959102676
0.42857142857142855,13,58.00449687290049,2.163085313154843,1.8280146945239577
0.42857142857142855,14,38.01530734329679,1.186841214284229,1.9720106822656154
0.42857142857142855,15,48.103866413965015,1.6971919407353435,1.9787632181159112
0.42857142857142855,16,59.43799805446114,2.38762916473669,2.315274792143195
0.42857142857142855,17,80.53509552162507,3.357090474559188,1.7899427586241767
0.42857142857142855,18,42.053817256244436,1.3590424986889518,1.8424801975507257
0.42857142857142855,19,65.01176048673199,2.792945680496038,1.9574055773622736
0.42857142857142855,20,49.31824815547548,1.7187198568641413,1.8265089925302875
0.42857142857142855,21,64.13657492972666,2.5814742923951948,1.9004421472525166
0.42857142857142855,22,51.590121847157825,1.9146933345223989,2.0168395603347293
0.42857142857142855,23,65.67984676043892,2.659858842077988,2.151074443093344
0.42857142857142855,24,42.006257374394465,1.3766652502540866,1.788281077835935
0.42857142857142855,25,48.73403225110205,1.7246108909266527,1.937283509421883
0.42857142857142855,26,51.566980730879585,2.0809232679156353,2.2770477248837646
0.42857142857142855,27,56.94040934811219,2.170709831324964,1.992613443016761
0.42857142857142855,28,50.03887074697048,1.9889826699101352,2.24995154501579
0.42857142857142855,29,54.470816051302684,2.08206107275826,2.080249370231595
0.42857142857142855,30,53.55824939829848,1.994103132305213,1.8631909363715413
0.42857142857142855,31,53.65273380908617,1.9378154605458826,1.8432008282538925
0.42857142857142855,32,53.453103613088594,1.90646908242313,1.8158870412817303
0.42857142857142855,33,45.02340598811385,1.5161365055190281,1.9492448038006789
0.42857142857142855,34,47.038968979817184,1.6535500857404668,2.0620552873099824
0.42857142857142855,35,66.54212158811515,2.670409020228234,1.7145909051604133
0.42857142857142855,36,63.33052007976188,2.4793340854212405,1.7708359029801706
0.42857142857142855,37,46.09169439090214,1.5675775659395565,1.8301118025908156
0.42857142857142855,38,57.59970970602586,2.2346638411219266,2.1500499632788244
0.42857142857142855,39,75.22130048980982,3.2097862208555137,1.8407752575674439
0.42857142857142855,40,66.39620955759733,2.5417463189433667,1.8871559343685793
0.42857142857142855,41,56.585379974270076,2.116174496937912,1.8123850385537108
0.42857142857142855,42,49.06745746299741,1.766399839675398,1.8263029886662092
0.42857142857142855,43,58.01547731308919,2.1867731370190073,1.872054128970276
0.42857142857142855,44,60.89861595635609,2.3061335373090213,1.7769460173519935
0.42857142857142855,45,52.48302143021329,1.9310941535139667,2.00388479894225
0.42857142857142855,46,47.452666164922405,1.7009391760197305,1.8969099258744069
0.42857142857142855,47,47.98374869331406,1.6776673927007069,1.8172204248049826
0.42857142857142855,48,49.0788511564598,1.8013310611537081,2.184875959466152
0.42857142857142855,49,45.33380142951461,1.5469847696908399,2.037499811944474
0.42857142857142855,50,54.69333891525958,2.0688922926792928,1.7634546775210418
0.42857142857142855,51,55.32921381904713,2.0727411550841843,1.7922790271518623
0.42857142857142855,52,76.36994248997502,3.192147276768745,1.9272906342208997
0.42857142857142855,53,53.19866404571643,1.9532935676767478,1.70127599681253
0.42857142857142855,54,77.1020772359527,3.3304500958587875,1.8160589077825537
0.42857142857142855,55,55.353601261145826,2.1509293361309645,2.0353183490514852
0.42857142857142855,56,52.58731584472224,1.9391786731949814,1.9505215141591628
0.42857142857142855,57,53.92556396435813,1.9672939561609502,2.0894819723033673
0.42857142857142855,58,105.330507640207,4.856367246579803,1.8530401824091978
0.42857142857142855,59,55.300824244406385,2.063610293204646,1.9167417879546582
0.42857142857142855,60,63.91890198071933,2.5537541211446313,1.955574314910705
0.42857142857142855,61,51.10068716429332,1.8490651125296789,1.9698945870304716
0.42857142857142855,62,60.95480047350351,2.3829799592049037,1.8214632387578584
0.42857142857142855,63,54.73548694663624,2.106513575128318,1.7971021415820079
0.42857142857142855,64,50.54306772547345,1.920188686772743,2.1751451674196107
0.42857142857142855,65,78.5338954493087,3.3114201735671167,1.8564983087293185
0.42857142857142855,66,52.495794849727595,1.9253388071852522,2.0405735586875604
0.42857142857142855,67,40.95102595867538,1.252001544583861,1.7290765570424496
0.42857142857142855,68,50.17149579096592,1.7737005382237028,1.7299794821475714
0.42857142857142855,69,58.71754278053295,2.2250753610231637,1.8508351951754327
0.42857142857142855,70,44.320388610923786,1.590894454657545,1.9808034914137032
0.42857142857142855,71,55.004033587792854,2.0702671403228923,1.8713979468695885
0.42857142857142855,72,59.76524895397914,2.344692220252268,1.7574098453302551
0.42857142857142855,73,78.04898929600276,3.342652506347701,1.7996535843370514
0.42857142857142855,74,58.68481738068884,2.2755675932534563,1.7691582802226815
0.42857142857142855,75,49.39039711940444,1.7855959757306958,1.9525613519739349
0.42857142857142855,76,65.31094626729242,2.6143822938677763,1.6755197396938375
0.42857142857142855,77,57.47844699387143,2.1883169351393796,1.8135379089834445
0.42857142857142855,78,46.037987359619564,1.627723464383038,1.9253055598174345
0.42857142857142855,79,62.84080336044467,2.5368679062774264,2.0847604288078796
0.42857142857142855,80,54.195246917496966,1.9893010739397392,2.138474682916789
0.42857142857142855,81,69.60511353009336,2.827795986745417,1.7844013853268652
0.42857142857142855,82,52.61019708843302,1.8145403613405096,1.6579659791594439
0.42857142857142855,83,52.99506246333259,1.971498014866111,2.0659067692941835
0.42857142857142855,84,59.6697753260904,2.374319910089962,1.860534365745996
0.42857142857142855,85,32.72677932984264,0.9361106564602594,2.0310461311635697
0.42857142857142855,86,44.35830370577362,1.5994450067799177,2.260083577791995
0.42857142857142855,87,50.69194851880132,1.7645102975185771,1.6880412062386192
0.42857142857142855,88,59.042223101214816,2.2046002355159744,1.8973278771945046
0.42857142857142855,89,37.440508722192156,1.1689204452791548,1.96235949529845
0.42857142857142855,90,51.60076154142638,1.9652008475456813,2.0341102349425144
0.42857142857142855,91,54.442309535484156,2.072169475527797,1.7642999411293905
0.42857142857142855,92,74.17211150703847,3.0069696457689346,1.8937767493003526
0.42857142857142855,93,45.70542102046158,1.5990076176205776,1.8868445140232448
0.42857142857142855,94,44.23980670413645,1.513856569415408,1.8223151146580754
